,H,I,J
0,0.008461538461538463,0.11,0.0
1,0.0,0.06769230769230769,0.0
2,0.0,0.0007692307692307692,0.5084615384615384
3,0.0,0.0,1.0
4,0.0,0.2661538461538461,1.0
5,0.0,0.0,1.0
6,0.0,1.0,1.0
7,0.0,0.10999999999999999,1.0
